CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
718541039,12/29/2015,5:17:00,12/29/2015,5:20:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,RESIDENCE - APT. HOUSE,,,999261,195217,40.70249782,-73.94586295,(40.702497821 / -73.945862952)
916252875,12/24/2015,20:30:00,12/24/2015,21:40:00,12/24/2015,347,INTOXICATED & IMPAIRED DRIVING,905,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1035741,195282,40.70253916,-73.81429438,(40.702539155 / -73.814294377)
697307581,12/30/2015,11:35:00,12/30/2015,11:45:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,256,MISCHIEF  CRIMINAL 4  BY FIRE,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,SMALL MERCHANT,,,1039829,195292,40.70254187,-73.79955059,(40.702541871 / -73.799550592)
348543590,12/23/2015,20:00:00,12/24/2015,0:31:00,12/24/2015,107,BURGLARY,213,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,CLOTHING/BOUTIQUE,,,1005042,195261,40.7026069,-73.92501314,(40.702606896 / -73.925013139)
717554039,12/28/2015,23:28:00,12/28/2015,23:35:00,12/29/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,RESIDENCE-HOUSE,,,1034040,195336,40.70269711,-73.82042877,(40.702697107 / -73.820428774)
187714065,12/27/2015,19:00:00,12/29/2015,9:00:00,12/29/2015,341,PETIT LARCENY,349,LARCENY PETIT OF LICENSE PLATE,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,CHAIN STORE,,,1042042,195393,40.70280492,-73.79156837,(40.702804916 / -73.791568365)
427758791,12/28/2015,16:35:00,12/28/2015,17:00:00,12/28/2015,341,PETIT LARCENY,343,LARCENY PETIT OF BICYCLE,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,,,1010878,195402,40.70297827,-73.90396451,(40.702978271 / -73.903964514)
858466660,12/29/2015,14:45:00,12/29/2015,14:50:00,12/29/2015,359,OFFENSES AGAINST PUBLIC ADMINI,744,BAIL JUMPING 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1040501,195476,40.70304266,-73.79712543,(40.703042661 / -73.797125433)
148436074,12/23/2015,12:00:00,,,12/24/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,1038015,195499,40.70312125,-73.80609128,(40.703121245 / -73.806091278)
257536598,12/28/2015,20:12:00,12/28/2015,20:49:00,12/28/2015,344,ASSAULT 3 & RELATED OFFENSES,113,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE - APT. HOUSE,,,1009274,195456,40.70313117,-73.90974932,(40.703131169 / -73.909749318)
589441229,12/31/2015,11:15:00,12/31/2015,11:15:00,12/31/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,GROCERY/BODEGA,,,1000432,195454,40.70314627,-73.94163907,(40.703146266 / -73.941639069)
280975250,12/26/2015,0:30:00,12/26/2015,0:45:00,12/26/2015,105,ROBBERY,386,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,,STREET,,,999153,195479,40.70321713,-73.94625188,(40.703217131 / -73.946251884)
978125662,12/26/2015,16:45:00,12/26/2015,16:47:00,12/26/2015,109,GRAND LARCENY,405,LARCENY GRAND BY THEFT OF CREDIT CARD,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,FOOD SUPERMARKET,,,999701,195491,40.70324913,-73.94427543,(40.703249129 / -73.944275426)
769632225,12/23/2015,18:00:00,12/23/2015,18:05:00,12/23/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,CHAIN STORE,,,999701,195491,40.70324913,-73.94427543,(40.703249129 / -73.944275426)
541336078,12/27/2015,3:30:00,12/27/2015,3:58:00,12/27/2015,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,RESIDENCE - APT. HOUSE,,,986577,195499,40.70328427,-73.99160882,(40.703284269 / -73.991608817)
880412654,12/24/2015,14:16:00,12/24/2015,14:17:00,12/24/2015,361,OFF. AGNST PUB ORD SENSBLTY &,647,FALSE REPORT BOMB,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,HOTEL/MOTEL,,,980900,195518,40.70333609,-74.01208367,(40.703336091 / -74.012083667)
698168092,12/30/2015,19:30:00,12/30/2015,19:37:00,12/30/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1039647,195586,40.70334997,-73.80020457,(40.703349972 / -73.800204571)
771606539,12/26/2015,20:18:00,,,12/26/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1039647,195586,40.70334997,-73.80020457,(40.703349972 / -73.800204571)
277335197,12/24/2015,22:00:00,12/24/2015,22:25:00,12/24/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1004111,195536,40.70336385,-73.92837007,(40.703363845 / -73.928370066)
232655224,12/24/2015,22:00:00,12/24/2015,22:30:00,12/24/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1004111,195536,40.70336385,-73.92837007,(40.703363845 / -73.928370066)
864599482,12/26/2015,15:40:00,12/26/2015,17:00:00,12/26/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,1045337,195611,40.70338114,-73.77968266,(40.70338114 / -73.779682663)
123587260,12/25/2015,3:30:00,,,12/25/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,,STREET,,,1007048,195557,40.70341441,-73.91777731,(40.703414406 / -73.917777314)
150209835,12/24/2015,17:50:00,,,12/24/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,SMALL MERCHANT,,,1000178,195552,40.70341571,-73.94255492,(40.703415714 / -73.94255492)
844713117,12/1/2015,20:00:00,12/27/2015,8:00:00,12/27/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,,STREET,,,1033218,195609,40.70345101,-73.82339141,(40.703451013 / -73.823391407)
618207352,12/30/2015,17:30:00,12/30/2015,18:00:00,12/30/2015,107,BURGLARY,223,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1006423,195590,40.70350657,-73.92003135,(40.703506571 / -73.920031353)
683137065,12/29/2015,8:00:00,12/29/2015,17:15:00,12/29/2015,341,PETIT LARCENY,321,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,,,1006423,195590,40.70350657,-73.92003135,(40.703506571 / -73.920031353)
885482763,12/15/2015,14:30:00,12/15/2015,15:00:00,12/30/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1007413,195604,40.70354246,-73.91646073,(40.703542461 / -73.91646073)
687608667,12/28/2015,16:00:00,12/28/2015,23:30:00,12/29/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,CLOTHING/BOUTIQUE,,,1039793,195661,40.70355491,-73.79967739,(40.703554914 / -73.799677386)
778978041,12/30/2015,19:20:00,12/30/2015,19:30:00,12/31/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,FAST FOOD,,,1032686,195689,40.70367352,-73.82530956,(40.703673522 / -73.825309561)
310272434,12/26/2015,19:16:00,12/26/2015,19:42:00,12/26/2015,105,ROBBERY,394,ROBBERY LICENSED FOR HIRE VEHICLE,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,,,1022924,195674,40.7036804,-73.86051773,(40.7036804 / -73.860517734)
927455846,12/21/2015,15:00:00,,,12/24/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,COMMERCIAL BUILDING,,,981570,195645,40.70368491,-74.00966727,(40.703684905 / -74.009667273)
633860504,12/23/2015,5:25:00,12/23/2015,5:30:00,12/23/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,DRY CLEANER/LAUNDRY,,,1009767,195668,40.70371165,-73.90797045,(40.703711652 / -73.907970451)
655931542,12/25/2015,19:30:00,12/25/2015,19:40:00,12/25/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE-HOUSE,,,1012286,195686,40.70375344,-73.89888522,(40.703753435 / -73.898885222)
209383569,12/27/2015,5:20:00,12/27/2015,5:50:00,12/27/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1003903,195693,40.70379524,-73.92911979,(40.703795237 / -73.929119788)
907664831,12/25/2015,17:00:00,12/28/2015,10:00:00,12/28/2015,341,PETIT LARCENY,321,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,STREET,,,997321,195693,40.70380741,-73.95285881,(40.703807407 / -73.952858808)
838633373,12/25/2015,13:30:00,12/25/2015,13:35:00,12/25/2015,578,HARRASSMENT 2,637,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1059370,195808,40.70381386,-73.72906879,(40.703813855 / -73.729068786)
419301067,12/23/2015,20:00:00,12/24/2015,6:00:00,12/24/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,PARKING LOT/GARAGE (PRIVATE),,,1059370,195808,40.70381386,-73.72906879,(40.703813855 / -73.729068786)
384151036,12/23/2015,12:45:00,12/23/2015,13:00:00,12/23/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,REAR OF,STREET,,,1059370,195808,40.70381386,-73.72906879,(40.703813855 / -73.729068786)
900883746,12/23/2015,12:45:00,12/23/2015,13:00:00,12/23/2015,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,1059370,195808,40.70381386,-73.72906879,(40.703813855 / -73.729068786)
542779974,12/28/2015,1:30:00,12/28/2015,1:50:00,12/28/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,OTHER,,,980604,195696,40.70382454,-74.01315133,(40.703824542 / -74.013151327)
912436437,12/23/2015,10:15:00,12/23/2015,11:00:00,12/23/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,RESIDENCE - APT. HOUSE,,,1000400,195709,40.70384624,-73.94175387,(40.70384624 / -73.94175387)
710200108,12/28/2015,22:50:00,12/28/2015,22:55:00,12/29/2015,105,ROBBERY,390,ROBBERY HOME INVASION,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1053956,195809,40.7038609,-73.74859515,(40.703860904 / -73.748595148)
644015929,12/24/2015,14:45:00,,,12/24/2015,109,GRAND LARCENY,433,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,JEWELRY,,,1004416,195727,40.70388741,-73.92726947,(40.703887405 / -73.927269471)
781771432,12/27/2015,11:50:00,12/27/2015,11:57:00,12/27/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,INSIDE,DRY CLEANER/LAUNDRY,,,1034476,195781,40.70391606,-73.81885298,(40.703916061 / -73.818852982)
241651744,12/31/2015,14:59:00,12/31/2015,15:02:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,GROCERY/BODEGA,,,1040660,195811,40.70396114,-73.79654918,(40.703961143 / -73.796549177)
539729673,12/26/2015,15:00:00,12/26/2015,15:05:00,12/26/2015,109,GRAND LARCENY,410,LARCENY GRAND FROM RETAIL STORE  UNATTENDED,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,CLOTHING/BOUTIQUE,,,1040660,195811,40.70396114,-73.79654918,(40.703961143 / -73.796549177)
233716378,12/23/2015,0:30:00,12/23/2015,1:00:00,12/23/2015,105,ROBBERY,386,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,1035767,195831,40.70404588,-73.81419641,(40.704045878 / -73.814196406)
680899950,12/23/2015,11:30:00,12/23/2015,19:00:00,12/23/2015,341,PETIT LARCENY,339,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,STREET,,,1002577,195808,40.70411373,-73.9339019,(40.70411373 / -73.933901902)
510614139,12/24/2015,19:00:00,12/25/2015,12:00:00,12/25/2015,109,GRAND LARCENY,421,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,,,1005472,195840,40.70419509,-73.92346048,(40.704195094 / -73.923460481)
502743524,12/28/2015,17:38:00,,,12/28/2015,359,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,,STREET,,,1014237,195879,40.70427678,-73.89184778,(40.704276778 / -73.891847783)
838025660,12/23/2015,16:30:00,12/23/2015,17:08:00,12/23/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,GROCERY/BODEGA,,,1000619,195868,40.70428226,-73.94096363,(40.704282255 / -73.940963625)
817201197,12/31/2015,11:50:00,12/31/2015,11:50:00,12/31/2015,109,GRAND LARCENY,433,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,TELECOMM. STORE,,,1040304,195928,40.70428454,-73.79783217,(40.704284542 / -73.797832173)
473134031,12/28/2015,15:10:00,12/28/2015,15:14:00,12/28/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,STREET,,,1040304,195928,40.70428454,-73.79783217,(40.704284542 / -73.797832173)
879862743,12/28/2015,9:28:00,12/28/2015,9:35:00,12/28/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,OTHER,,,980582,195872,40.70430761,-74.01323077,(40.704307612 / -74.013230769)
237242131,12/24/2015,23:30:00,,,12/27/2015,105,ROBBERY,389,ROBBERY DWELLING,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1052836,195975,40.70432529,-73.7526329,(40.704325286 / -73.752632902)
978650307,12/30/2015,10:40:00,,,12/30/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,1044340,195973,40.70438157,-73.78327524,(40.704381569 / -73.783275238)
609719707,12/31/2015,21:55:00,12/31/2015,22:00:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BORINQUEN PLAZA I,999941,195917,40.70441798,-73.94340884,(40.704417976 / -73.943408842)
256054657,12/28/2015,23:54:00,,,12/29/2015,109,GRAND LARCENY,404,LARCENY GRAND FROM PERSON PERSONAL ELECTRONIC DEVICE(SNATCH),COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BORINQUEN PLAZA I,999941,195917,40.70441798,-73.94340884,(40.704417976 / -73.943408842)
757266651,12/27/2015,5:35:00,12/27/2015,5:35:00,12/27/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,,OTHER,,,1013701,195936,40.70443503,-73.89378071,(40.70443503 / -73.893780714)
127457703,12/19/2015,13:30:00,12/22/2015,13:00:00,12/27/2015,341,PETIT LARCENY,338,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1004736,195939,40.70446856,-73.92611469,(40.70446856 / -73.926114694)
847941963,12/22/2015,22:00:00,12/22/2015,22:10:00,12/23/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,RESIDENCE - APT. HOUSE,,,1004736,195939,40.70446856,-73.92611469,(40.70446856 / -73.926114694)
430329723,12/18/2015,18:00:00,12/18/2015,18:31:00,12/26/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,CLOTHING/BOUTIQUE,,,1040436,195998,40.70447584,-73.79735551,(40.704475838 / -73.797355507)
110837709,12/23/2015,22:30:00,12/23/2015,22:47:00,12/23/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,CHAIN STORE,,,1040436,195998,40.70447584,-73.79735551,(40.704475838 / -73.797355507)
875304852,12/31/2015,12:00:00,12/31/2015,12:05:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,STREET,,,1039813,195997,40.70447703,-73.79960248,(40.704477027 / -73.799602481)
737924311,12/25/2015,0:00:00,12/25/2015,0:05:00,12/27/2015,105,ROBBERY,389,ROBBERY DWELLING,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,,STREET,,,1000128,195940,40.70448077,-73.94273434,(40.704480772 / -73.942734337)
486366877,12/31/2015,19:57:00,12/31/2015,20:00:00,12/31/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,OPPOSITE OF,DRUG STORE,,,981044,195940,40.70449444,-74.01156451,(40.704494435 / -74.011564514)
838393733,12/26/2015,5:40:00,12/26/2015,5:50:00,12/27/2015,107,BURGLARY,213,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESTAURANT/DINER,,,981044,195940,40.70449444,-74.01156451,(40.704494435 / -74.011564514)
145938072,12/25/2015,14:06:00,12/25/2015,14:10:00,12/25/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,CHAIN STORE,,,981044,195940,40.70449444,-74.01156451,(40.704494435 / -74.011564514)
560731798,12/30/2015,3:25:00,12/30/2015,3:35:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,REAR OF,PARKING LOT/GARAGE (PUBLIC),,,999636,196010,40.70467378,-73.94450867,(40.704673775 / -73.94450867)
952763106,12/21/2015,14:00:00,12/21/2015,15:00:00,12/29/2015,112,THEFT-FRAUD,739,FRAUD UNCLASSIFIED-FELONY,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,RESIDENCE - APT. HOUSE,,,999636,196010,40.70467378,-73.94450867,(40.704673775 / -73.94450867)
576603796,12/30/2015,11:00:00,12/30/2015,17:55:00,12/30/2015,107,BURGLARY,221,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE-HOUSE,,,1016406,196040,40.70471107,-73.88402412,(40.704711069 / -73.884024123)
693885004,12/30/2015,18:15:00,12/30/2015,18:50:00,12/30/2015,578,HARRASSMENT 2,638,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BORINQUEN PLAZA II,1000834,196032,40.704732,-73.94018778,(40.704731996 / -73.940187784)
703940457,12/23/2015,17:20:00,12/23/2015,17:24:00,12/23/2015,117,DANGEROUS DRUGS,503,CONTROLLED SUBSTANCE INTENT TO,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,,STREET,,,1011847,196059,40.70477861,-73.90046702,(40.704778612 / -73.900467015)
581749817,12/24/2015,17:00:00,12/24/2015,18:00:00,12/26/2015,341,PETIT LARCENY,349,LARCENY PETIT OF LICENSE PLATE,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1054943,196155,40.70480276,-73.74503176,(40.70480276 / -73.745031756)
498707144,12/27/2015,8:50:00,12/27/2015,9:00:00,12/27/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE - APT. HOUSE,,,1032139,196126,40.70487596,-73.82727929,(40.704875959 / -73.827279287)
310061316,12/27/2015,7:00:00,12/27/2015,7:10:00,12/27/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,RESIDENCE - APT. HOUSE,,,1032139,196126,40.70487596,-73.82727929,(40.704875959 / -73.827279287)
783885771,12/26/2015,9:30:00,12/26/2015,10:00:00,12/26/2015,106,FELONY ASSAULT,109,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE - APT. HOUSE,,,1008451,196094,40.70488462,-73.91271527,(40.704884618 / -73.912715274)
259150256,12/27/2015,6:00:00,12/27/2015,6:05:00,12/27/2015,105,ROBBERY,397,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,,,1004527,196094,40.70489448,-73.92686803,(40.70489448 / -73.926868026)
631399815,12/31/2015,10:10:00,12/31/2015,14:56:00,12/31/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,CLOTHING/BOUTIQUE,,,1040743,196165,40.70493226,-73.79624686,(40.704932258 / -73.796246855)
968143721,12/27/2015,19:20:00,12/27/2015,19:25:00,12/27/2015,341,PETIT LARCENY,333,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,CHAIN STORE,,,982099,196101,40.70493666,-74.0077595,(40.704936662 / -74.0077595)
622622487,12/23/2015,10:00:00,12/23/2015,10:05:00,12/23/2015,344,ASSAULT 3 & RELATED OFFENSES,113,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,OPPOSITE OF,CHAIN STORE,,,982099,196101,40.70493666,-74.0077595,(40.704936662 / -74.0077595)
283067028,12/20/2015,16:00:00,12/27/2015,17:00:00,12/27/2015,341,PETIT LARCENY,321,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,INSIDE,PARKING LOT/GARAGE (PRIVATE),,,1029824,196152,40.70495955,-73.83562865,(40.704959549 / -73.835628645)
